Type,x,y,text,ID
LOC,261475.5495,778132.3401,[LOC_01316],17088
LOC,261215.4804,777661.5142,[LOC_01317],17089
LOC,254094.2123,781414.6199,[LOC_01318],17090
LOC,256488.129,783572.4932,[LOC_01319],17091
LOC,259526.4816,785882.6052,[LOC_01320],17092
LOC,257154.8064,784555.5611,[LOC_01321],17093
LOC,256443.186,778577.0871,[LOC_01322],17094
LOC,258788.188,782784.1782,[LOC_01323],17095
LOC,254283.0278,775863.0205,[LOC_01324],17096
LOC,256293.3518,782440.136,[LOC_01325],17097
LOC,255381.2619,780856.3925,[LOC_01326],17098
LOC,261331.9182,782674.7262,[LOC_01327],17099
LOC,256191.6621,785790.6354,[LOC_01328],17100
LOC,257015.0625,775530.6577,[LOC_01329],17101
LOC,260782.6842,780921.4317,[LOC_01330],17102
LOC,260967.4459,777297.0125,[LOC_01331],17103
LOC,256717.7588,785816.8566,[LOC_01332],17104
LOC,254838.661,779110.8427,[LOC_01333],17105
LOC,260087.6813,777789.2402,[LOC_01334],17106
LOC,255916.487,780125.1613,[LOC_01335],17107
LOC,255874.7793,781752.8252,[LOC_01336],17108
LOC,257311.3706,785745.4797,[LOC_01337],17109
LOC,253700.5163,784108.8124,[LOC_01338],17110
LOC,254996.0983,778171.2045,[LOC_01339],17111
LOC,258685.7881,781527.5009,[LOC_01340],17112
LOC,258874.0401,784358.8616,[LOC_01341],17113
LOC,258528.7431,777573.7262,[LOC_01342],17114
LOC,254288.4261,776651.2162,[LOC_01343],17115
LOC,254276.2838,785832.3282,[LOC_01344],17116
LOC,253233.3999,774861.3424,[LOC_01345],17117
LOC,260593.3824,783984.7495,[LOC_01346],17118
LOC,258434.0023,785151.837,[LOC_01347],17119
LOC,254400.9585,785417.6617,[LOC_01348],17120
LOC,256238.6275,782258.004,[LOC_01349],17121
LOC,254874.3334,783993.0424,[LOC_01350],17122
LOC,260512.5772,782224.3366,[LOC_01351],17123
LOC,257599.4965,776906.4697,[LOC_01352],17124
LOC,258975.5458,782326.599,[LOC_01353],17125
LOC,254315.2306,778978.3688,[LOC_01354],17126
LOC,253487.099,785172.4994,[LOC_01355],17127
LOC,257145.6129,774620.7559,[LOC_01356],17128
LOC,259511.3836,778881.8927,[LOC_01357],17129
LOC,259746.6419,779270.9814,[LOC_01358],17130
LOC,257357.3451,782796.0917,[LOC_01359],17131
LOC,254932.4004,778672.5451,[LOC_01360],17132
LOC,259874.2828,778443.0416,[LOC_01361],17133
LOC,253404.8194,783243.6981,[LOC_01362],17134
LOC,260779.8842,783799.608,[LOC_01363],17135
LOC,258601.4386,777856.1307,[LOC_01364],17136
LOC,257262.1275,783243.1345,[LOC_01365],17137
LOC,256389.6129,783391.6468,[LOC_01366],17138
LOC,257529.9281,784771.7836,[LOC_01367],17139
LOC,257893.9194,782598.3556,[LOC_01368],17140
LOC,259480.3524,780235.0793,[LOC_01369],17141
LOC,259649.9,779097.9849,[LOC_01370],17142
LOC,258588.473,778193.5927,[LOC_01371],17143
LOC,253916.8685,777730.5342,[LOC_01372],17144
LOC,254244.3859,785307.8173,[LOC_01373],17145
LOC,257135.087,780905.5018,[LOC_01374],17146
LOC,259244.7284,782374.2551,[LOC_01375],17147
LOC,254974.2845,780824.5176,[LOC_01376],17148
LOC,257444.5859,782522.3768,[LOC_01377],17149
LOC,258486.8133,783975.2478,[LOC_01378],17150
LOC,255913.0933,779698.042,[LOC_01379],17151
LOC,255171.3592,781851.5194,[LOC_01380],17152
LOC,256236.8001,779732.1914,[LOC_01381],17153
LOC,253313.3876,779936.5926,[LOC_01382],17154
LOC,261423.7432,785564.9149,[LOC_01383],17155
LOC,258386.132,785315.3045,[LOC_01384],17156
LOC,255026.3274,781363.8685,[LOC_01385],17157
LOC,255083.5854,784052.2969,[LOC_01386],17158
LOC,254569.0204,776864.9861,[LOC_01387],17159
LOC,255574.3579,776425.7699,[LOC_01388],17160
LOC,258773.8361,785050.4394,[LOC_01389],17161
LOC,257772.4761,783449.5153,[LOC_01390],17162
LOC,253985.349,777004.6431,[LOC_01391],17163
LOC,258261.6639,780508.0651,[LOC_01392],17164
LOC,259919.4571,778695.0641,[LOC_01393],17165
LOC,259886.2761,783634.0341,[LOC_01394],17166
LOC,254581.0507,776041.7462,[LOC_01395],17167
LOC,256084.4688,784214.4099,[LOC_01396],17168
LOC,260983.3215,780407.2363,[LOC_01397],17169
LOC,260273.4222,784465.8022,[LOC_01398],17170
LOC,258043.9661,784291.7408,[LOC_01399],17171
LOC,255675.8858,783896.2729,[LOC_01400],17172
LOC,261461.1199,775178.3387,[LOC_01401],17173
LOC,260437.62,780962.8943,[LOC_01402],17174
LOC,254587.6883,784554.6237,[LOC_01403],17175
LOC,259556.0094,779250.2384,[LOC_01404],17176
LOC,257042.1557,777832.8342,[LOC_01405],17177
LOC,255186.2329,779550.7924,[LOC_01406],17178
LOC,255967.4448,778246.6376,[LOC_01407],17179
LOC,258384.5458,783113.4707,[LOC_01408],17180
LOC,253653.9404,781563.3856,[LOC_01409],17181
LOC,258114.0477,782257.4579,[LOC_01410],17182
LOC,257707.4057,777685.3402,[LOC_01411],17183
LOC,261162.6246,784214.8876,[LOC_01412],17184
LOC,258071.6883,775163.6146,[LOC_01413],17185
LOC,259561.1774,781256.6773,[LOC_01414],17186
LOC,256414.4737,779819.198,[LOC_01415],17187
LOC,260860.202,778235.3351,[LOC_01416],17188
LOC,257121.6253,775824.3525,[LOC_01417],17189
LOC,253079.1807,778215.7743,[LOC_01418],17190
LOC,256347.6657,780595.799,[LOC_01419],17191
LOC,257337.4244,781678.9325,[LOC_01420],17192
LOC,254786.5479,774854.4985,[LOC_01421],17193
LOC,258018.0131,779421.2882,[LOC_01422],17194
LOC,254387.4732,780187.7576,[LOC_01423],17195
LOC,258894.3995,776682.9179,[LOC_01424],17196
LOC,254647.4474,785869.5036,[LOC_01425],17197
LOC,259997.9658,781919.8882,[LOC_01426],17198
LOC,256713.7398,775612.1433,[LOC_01427],17199
LOC,259664.3788,777243.3726,[LOC_01428],17200
LOC,258717.1675,777302.5063,[LOC_01429],17201
LOC,253664.3396,774803.9848,[LOC_01430],17202
LOC,259915.6866,782477.5981,[LOC_01431],17203
LOC,257432.9221,781271.02,[LOC_01432],17204
LOC,253829.0587,778734.1419,[LOC_01433],17205
LOC,254350.8184,777027.6488,[LOC_01434],17206
LOC,254944.5692,777751.6836,[LOC_01435],17207
LOC,258079.6394,785932.9264,[LOC_01436],17208
LOC,258444.6277,785870.2702,[LOC_01437],17209
LOC,260502.9941,779433.7675,[LOC_01438],17210
LOC,260854.6359,782946.3447,[LOC_01439],17211
LOC,255052.9168,776611.2556,[LOC_01440],17212
LOC,256861.4018,776028.4439,[LOC_01441],17213
LOC,257923.0754,775668.3639,[LOC_01442],17214
LOC,258855.2559,781981.374,[LOC_01443],17215
LOC,260957.6953,777611.0722,[LOC_01444],17216
LOC,259925.9664,777783.3137,[LOC_01445],17217
LOC,261577.4348,781396.4122,[LOC_01446],17218
LOC,258218.4913,785843.1784,[LOC_01447],17219
LOC,258122.1296,783257.0496,[LOC_01448],17220
LOC,257631.9349,785573.779,[LOC_01449],17221
LOC,254425.3363,775104.9397,[LOC_01450],17222
LOC,258022.5428,783826.6422,[LOC_01451],17223
LOC,256921.3703,784741.972,[LOC_01452],17224
LOC,257656.4369,785886.7085,[LOC_01453],17225
LOC,258230.786,784424.4983,[LOC_01454],17226
LOC,257575.1651,785368.4176,[LOC_01455],17227
LOC,261517.0307,783417.6622,[LOC_01456],17228
LOC,255009.9945,783250.5285,[LOC_01457],17229
LOC,261161.8183,776160.3819,[LOC_01458],17230
LOC,255619.5173,778194.4889,[LOC_01459],17231
LOC,255108.8014,784890.8501,[LOC_01460],17232
LOC,257554.4998,784358.1865,[LOC_01461],17233
LOC,254718.0578,777363.3368,[LOC_01462],17234
LOC,258806.1577,783976.9083,[LOC_01463],17235
LOC,261569.0937,782488.1922,[LOC_01464],17236
LOC,257149.8089,779325.7512,[LOC_01465],17237
LOC,256618.5919,783801.8377,[LOC_01466],17238
LOC,256074.7631,781914.7406,[LOC_01467],17239
LOC,253430.2576,783946.9238,[LOC_01468],17240
LOC,258290.8418,778856.8817,[LOC_01469],17241
LOC,260892.2095,779765.5936,[LOC_01470],17242
LOC,256514.5725,780244.5846,[LOC_01471],17243
LOC,260795.6738,778742.6189,[LOC_01472],17244
LOC,253538.7237,777851.7675,[LOC_01473],17245
LOC,260326.0878,775768.4895,[LOC_01474],17246
LOC,256568.0504,784721.1127,[LOC_01475],17247
LOC,257531.9776,778599.8188,[LOC_01476],17248
LOC,258728.4838,782348.6639,[LOC_01477],17249
LOC,253439.9871,776983.5622,[LOC_01478],17250
LOC,260167.7368,784048.3891,[LOC_01479],17251
LOC,256740.2949,780761.6832,[LOC_01480],17252
LOC,257996.1637,777897.7082,[LOC_01481],17253
LOC,260476.4263,774689.2174,[LOC_01482],17254
LOC,257961.7206,785080.8242,[LOC_01483],17255
LOC,254995.3628,781030.0927,[LOC_01484],17256
LOC,255458.9899,779155.1524,[LOC_01485],17257
LOC,260976.4799,778605.815,[LOC_01486],17258
LOC,255135.4313,779968.6407,[LOC_01487],17259
LOC,254530.0089,782450.037,[LOC_01488],17260
LOC,261252.5606,782881.7055,[LOC_01489],17261
LOC,259378.997,783264.2935,[LOC_01490],17262
LOC,256980.3431,779973.9833,[LOC_01491],17263
LOC,254484.1643,780861.9446,[LOC_01492],17264
LOC,258693.8281,784827.5308,[LOC_01493],17265
LOC,261526.5171,781069.3072,[LOC_01494],17266
LOC,258509.6663,780318.5935,[LOC_01495],17267
LOC,254493.0132,782901.2458,[LOC_01496],17268
LOC,255338.2256,781192.8185,[LOC_01497],17269
LOC,260216.1741,782841.6808,[LOC_01498],17270
LOC,257794.9227,778189.6144,[LOC_01499],17271
LOC,253098.3221,785087.5733,[LOC_01500],17272
LOC,254692.986,779557.8029,[LOC_01501],17273
LOC,256757.3764,781957.2099,[LOC_01502],17274
LOC,259866.4987,781818.0437,[LOC_01503],17275
LOC,258443.5213,782587.3307,[LOC_01504],17276
LOC,256658.0258,782595.7089,[LOC_01505],17277
LOC,256728.8985,781231.2323,[LOC_01506],17278
LOC,261261.7897,785129.8794,[LOC_01507],17279
LOC,258690.4836,776694.9761,[LOC_01508],17280
LOC,260685.2977,776172.1656,[LOC_01509],17281
LOC,254246.8208,774612.7076,[LOC_01510],17282
LOC,258655.9606,784601.2066,[LOC_01511],17283
LOC,259708.4164,783979.1453,[LOC_01512],17284
LOC,254631.5539,781319.9051,[LOC_01513],17285
LOC,259890.3441,784056.2195,[LOC_01514],17286
LOC,255415.6284,783586.0227,[LOC_01515],17287
LOC,260397.1948,780678.7014,[LOC_01516],17288
LOC,257814.933,785727.1224,[LOC_01517],17289
LOC,253632.1506,778046.4911,[LOC_01518],17290
LOC,260467.5435,782388.0626,[LOC_01519],17291
LOC,259858.8127,780669.8771,[LOC_01520],17292
LOC,261467.8475,782163.1313,[LOC_01521],17293
LOC,257609.9716,780371.6895,[LOC_01522],17294
LOC,257375.058,780853.6466,[LOC_01523],17295
LOC,261179.9871,782194.826,[LOC_01524],17296
LOC,257711.0045,777903.8686,[LOC_01525],17297
LOC,255512.2015,774853.8353,[LOC_01526],17298
LOC,260325.4423,778672.211,[LOC_01527],17299
LOC,258497.7408,781646.1954,[LOC_01528],17300
LOC,259832.4572,779598.4934,[LOC_01529],17301
LOC,258808.2498,780865.9238,[LOC_01530],17302
LOC,260638.5095,777277.8446,[LOC_01531],17303
LOC,259449.5313,781009.4734,[LOC_01532],17304
LOC,256922.3029,779528.1693,[LOC_01533],17305
LOC,261438.3861,779979.369,[LOC_01534],17306
LOC,255848.6882,782856.0464,[LOC_01535],17307
LOC,255191.1447,775526.5739,[LOC_01536],17308
LOC,260371.2874,782606.9164,[LOC_01537],17309
LOC,255547.9428,780864.0895,[LOC_01538],17310
LOC,256002.2393,778467.4231,[LOC_01539],17311
LOC,260089.0791,775306.9361,[LOC_01540],17312
LOC,253930.9432,785261.8468,[LOC_01541],17313
LOC,253607.1265,784453.2947,[LOC_01542],17314
LOC,261064.8551,785463.8722,[LOC_01543],17315
LOC,259523.917,779628.4415,[LOC_01544],17316
LOC,258194.8318,779117.3994,[LOC_01545],17317
LOC,254602.3749,781981.8238,[LOC_01546],17318
LOC,261485.1771,783959.8248,[LOC_01547],17319
LOC,259002.6707,777315.8723,[LOC_01548],17320
LOC,253154.3894,784470.7155,[LOC_01549],17321
LOC,257559.147,776614.2172,[LOC_01550],17322
LOC,256522.8113,776383.272,[LOC_01551],17323
LOC,255327.7684,776624.7423,[LOC_01552],17324
LOC,256476.4845,776228.3321,[LOC_01553],17325
LOC,256179.1042,776384.9454,[LOC_01554],17326
LOC,255227.8457,785315.1359,[LOC_01555],17327
LOC,258447.7715,778753.1727,[LOC_01556],17328
LOC,253123.9946,776125.8733,[LOC_01557],17329
LOC,253255.9489,782543.4804,[LOC_01558],17330
LOC,255601.3769,775461.7557,[LOC_01559],17331
LOC,260664.7936,783227.6037,[LOC_01560],17332
LOC,254656.6168,779174.0397,[LOC_01561],17333
LOC,257387.2276,784647.3725,[LOC_01562],17334
LOC,255954.8106,785493.0759,[LOC_01563],17335
LOC,253288.8215,776607.3648,[LOC_01564],17336
LOC,254381.376,776204.6766,[LOC_01565],17337
LOC,260724.5948,778517.1991,[LOC_01566],17338
LOC,258220.1348,785241.0154,[LOC_01567],17339
LOC,258967.09,783599.5112,[LOC_01568],17340
LOC,261122.7442,779623.4072,[LOC_01569],17341
LOC,258558.121,784362.4526,[LOC_01570],17342
LOC,253238.0687,775224.1269,[LOC_01571],17343
LOC,257619.8717,780014.7528,[LOC_01572],17344
LOC,258280.6539,775554.1102,[LOC_01573],17345
LOC,257399.4775,781885.4206,[LOC_01574],17346
LOC,255319.0096,782753.1701,[LOC_01575],17347
LOC,257173.5894,778756.052,[LOC_01576],17348
LOC,259427.5417,777262.412,[LOC_01577],17349
LOC,257708.7832,782719.6746,[LOC_01578],17350
LOC,260582.6371,778762.368,[LOC_01579],17351
LOC,259903.6461,783245.4347,[LOC_01580],17352
LOC,254886.9136,778467.5534,[LOC_01581],17353
LOC,254220.198,779692.9462,[LOC_01582],17354
LOC,256038.9186,782155.927,[LOC_01583],17355
LOC,258977.9779,774885.7268,[LOC_01584],17356
LOC,258779.0988,778326.8299,[LOC_01585],17357
LOC,253422.4433,778818.6921,[LOC_01586],17358
LOC,257962.6528,781458.7085,[LOC_01587],17359
LOC,254282.1645,777762.2622,[LOC_01588],17360
LOC,254717.8497,780698.1297,[LOC_01589],17361
LOC,255881.9101,785903.8605,[LOC_01590],17362
LOC,256249.2776,775378.5431,[LOC_01591],17363
LOC,259242.7986,783129.5022,[LOC_01592],17364
LOC,255026.3467,777609.7367,[LOC_01593],17365
LOC,258775.8778,777152.7855,[LOC_01594],17366
LOC,261286.6453,778061.7433,[LOC_01595],17367
LOC,259892.72,785427.5584,[LOC_01596],17368
LOC,261222.9752,781985.5476,[LOC_01597],17369
LOC,260235.5764,778918.022,[LOC_01598],17370
LOC,260267.1707,775948.9327,[LOC_01599],17371
LOC,253027.2337,779145.3981,[LOC_01600],17372
LOC,258128.9938,782812.5758,[LOC_01601],17373
LOC,258568.549,781208.9356,[LOC_01602],17374
LOC,257741.0293,777195.8635,[LOC_01603],17375
LOC,257228.6348,784010.8625,[LOC_01604],17376
LOC,256204.8662,777795.0895,[LOC_01605],17377
LOC,260971.5567,784553.3822,[LOC_01606],17378
LOC,260822.6765,776664.3985,[LOC_01607],17379
LOC,257440.2873,783565.954,[LOC_01608],17380
LOC,257813.2469,776185.6613,[LOC_01609],17381
LOC,256850.9233,783693.5464,[LOC_01610],17382
LOC,254998.5064,775728.358,[LOC_01611],17383
LOC,253562.4167,776589.4724,[LOC_01612],17384
LOC,261043.0428,782505.2734,[LOC_01613],17385
LOC,260143.7953,779516.7165,[LOC_01614],17386
LOC,254181.4826,780847.9045,[LOC_01615],17387
LOC,254837.0453,779676.0032,[LOC_01616],17388
LOC,254791.6365,779690.1532,[LOC_01617],17389
LOC,254812.7301,779702.7419,[LOC_01618],17390
LOC,254809.0369,779656.5084,[LOC_01619],17391
LOC,254828.1367,779905.0613,[LOC_01620],17392
LOC,254875.5263,779900.8301,[LOC_01621],17393
LOC,254851.6134,779883.465,[LOC_01622],17394
LOC,254855.4049,779928.7252,[LOC_01623],17395
LOC,255111.9658,779742.996,[LOC_01624],17396
LOC,255073.2739,779736.1552,[LOC_01625],17397
LOC,255116.8641,779716.8338,[LOC_01626],17398
LOC,255078.3996,779707.6482,[LOC_01627],17399
LOC,255090.2355,779750.4043,[LOC_01628],17400
LOC,255000.4299,779533.9732,[LOC_01629],17401
LOC,254993.9019,779562.4547,[LOC_01630],17402
LOC,254955.7338,779543.5804,[LOC_01631],17403
LOC,254976.9058,779519.8011,[LOC_01632],17404
LOC,254969.9386,779564.8635,[LOC_01633],17405
LOC,254716.5656,779563.6983,[LOC_01634],17406
LOC,254691.6381,779582.4474,[LOC_01635],17407
LOC,254679.1011,779537.0355,[LOC_01636],17408
LOC,254673.5995,779568.5244,[LOC_01637],17409
LOC,254705.9333,779538.6169,[LOC_01638],17410
LOC,254647.7094,779902.0316,[LOC_01639],17411
LOC,254690.6832,779898.5251,[LOC_01640],17412
LOC,254678.6942,779933.0482,[LOC_01641],17413
LOC,254670.36,779886.844,[LOC_01642],17414
LOC,254650.1632,779925.7555,[LOC_01643],17415
LOC,255130.0361,779991.5879,[LOC_01644],17416
LOC,255157.9591,779960.577,[LOC_01645],17417
LOC,255118.7226,779954.0863,[LOC_01646],17418
LOC,255112.2668,779976.9038,[LOC_01647],17419
LOC,255153.5944,779984.3406,[LOC_01648],17420
LOC,255140.3977,779946.7114,[LOC_01649],17421
LOC,254589.6098,779675.741,[LOC_01650],17422
LOC,254572.0688,779694.5084,[LOC_01651],17423
LOC,254553.7442,779653.6708,[LOC_01652],17424
LOC,254579.2039,779653.2581,[LOC_01653],17425
LOC,254545.2797,779683.8377,[LOC_01654],17426
LOC,255173.6608,779530.1002,[LOC_01655],17427
LOC,255209.4107,779544.8345,[LOC_01656],17428
LOC,255186.9337,779575.2665,[LOC_01657],17429
LOC,255161.8772,779555.6049,[LOC_01658],17430
LOC,254831.8481,779410.2363,[LOC_01659],17431
LOC,254845.1891,779387.2253,[LOC_01660],17432
LOC,254824.6317,779363.6371,[LOC_01661],17433
LOC,254798.5441,779385.2648,[LOC_01662],17434
LOC,254808.7049,779408.7446,[LOC_01663],17435
LOC,254978.5655,780113.4382,[LOC_01664],17436
LOC,255013.1666,780094.0414,[LOC_01665],17437
LOC,255000.3289,780117.1593,[LOC_01666],17438
LOC,254973.4046,780077.6219,[LOC_01667],17439
LOC,254999.9879,780073.6878,[LOC_01668],17440
LOC,254502.501,779860.7933,[LOC_01669],17441
LOC,254465.6772,779830.9737,[LOC_01670],17442
LOC,254480.6904,779870.3215,[LOC_01671],17443
LOC,254488.1992,779826.0102,[LOC_01672],17444
LOC,254460.4133,779858.2727,[LOC_01673],17445
LOC,255384.858,779790.2854,[LOC_01674],17446
LOC,255383.3216,779758.0124,[LOC_01675],17447
LOC,255360.8117,779752.8836,[LOC_01676],17448
LOC,255352.5657,779792.5637,[LOC_01677],17449
LOC,255344.5581,779769.046,[LOC_01678],17450
LOC,254642.7149,779356.6377,[LOC_01679],17451
LOC,254601.8165,779370.927,[LOC_01680],17452
LOC,254627.3256,779331.9167,[LOC_01681],17453
LOC,254622.9824,779377.5569,[LOC_01682],17454
LOC,254597.39,779345.6256,[LOC_01683],17455
LOC,254948.3817,779281.0079,[LOC_01684],17456
LOC,254924.3653,779262.5107,[LOC_01685],17457
LOC,254943.8139,779235.1833,[LOC_01686],17458
LOC,254966.2804,779241.5124,[LOC_01687],17459
LOC,254967.0905,779269.2085,[LOC_01688],17460
LOC,254392.2108,779675.021,[LOC_01689],17461
LOC,254373.6851,779694.5267,[LOC_01690],17462
LOC,254416.3953,779709.6554,[LOC_01691],17463
LOC,254395.0518,779718.695,[LOC_01692],17464
LOC,254414.4571,779679.3912,[LOC_01693],17465
LOC,255333.1222,779452.8879,[LOC_01694],17466
LOC,255301.3484,779421.6131,[LOC_01695],17467
LOC,255294.2864,779453.9211,[LOC_01696],17468
LOC,255334.7837,779430.6894,[LOC_01697],17469
LOC,255313.8662,779464.6907,[LOC_01698],17470
LOC,255414.1491,779597.503,[LOC_01699],17471
LOC,255429.165,779633.7102,[LOC_01700],17472
LOC,255386.5964,779617.3432,[LOC_01701],17473
LOC,255433.229,779612.0584,[LOC_01702],17474
LOC,255396.6761,779639.7327,[LOC_01703],17475
LOC,255183.4848,779277.8605,[LOC_01704],17476
LOC,255166.9791,779255.6562,[LOC_01705],17477
LOC,255141.0365,779291.7873,[LOC_01706],17478
LOC,255138.5863,779269.4166,[LOC_01707],17479
LOC,255171.5865,779301.9027,[LOC_01708],17480
LOC,255279.8289,780125.3996,[LOC_01709],17481
LOC,255257.1206,780116.768,[LOC_01710],17482
LOC,255283.8761,780147.0435,[LOC_01711],17483
LOC,255266.2615,780160.4825,[LOC_01712],17484
LOC,255239.9591,780146.4645,[LOC_01713],17485
LOC,254563.3535,780195.8747,[LOC_01714],17486
LOC,254567.725,780147.9861,[LOC_01715],17487
LOC,254544.3646,780161.7333,[LOC_01716],17488
LOC,254587.4298,780177.1282,[LOC_01717],17489
LOC,254544.2702,780184.1477,[LOC_01718],17490
LOC,254778.8439,780292.3487,[LOC_01719],17491
LOC,254796.4224,780253.3866,[LOC_01720],17492
LOC,254810.8818,780296.0161,[LOC_01721],17493
LOC,254818.6176,780272.3011,[LOC_01722],17494
LOC,254772.0635,780269.4585,[LOC_01723],17495
LOC,255001.0805,780300.5913,[LOC_01724],17496
LOC,255025.122,780277.6688,[LOC_01725],17497
LOC,254980.8453,780290.0594,[LOC_01726],17498
LOC,254985.1419,780258.3571,[LOC_01727],17499
LOC,255006.7435,780252.1185,[LOC_01728],17500
LOC,254392.7391,779413.566,[LOC_01729],17501
LOC,254415.5841,779426.7167,[LOC_01730],17502
LOC,254389.3849,779460.9536,[LOC_01731],17503
LOC,254369.4781,779439.7973,[LOC_01732],17504
LOC,254412.4539,779449.6806,[LOC_01733],17505
LOC,255388.863,780069.7491,[LOC_01734],17506
LOC,255409.6957,780080.989,[LOC_01735],17507
LOC,255414.7447,780033.5771,[LOC_01736],17508
LOC,255428.9088,780064.9402,[LOC_01737],17509
LOC,255389.826,780040.638,[LOC_01738],17510
LOC,254672.2605,779155.0924,[LOC_01739],17511
LOC,254647.6287,779152.8984,[LOC_01740],17512
LOC,254651.1651,779195.4824,[LOC_01741],17513
LOC,254679.2909,779177.1513,[LOC_01742],17514
LOC,254633.1383,779169.8631,[LOC_01743],17515
LOC,255478.8496,779902.0164,[LOC_01744],17516
LOC,255526.0074,779895.5506,[LOC_01745],17517
LOC,255496.5786,779875.6275,[LOC_01746],17518
LOC,255508.2989,779919.4047,[LOC_01747],17519
LOC,254857.9096,779123.0849,[LOC_01748],17520
LOC,254816.8103,779117.0259,[LOC_01749],17521
LOC,254824.0677,779093.4048,[LOC_01750],17522
LOC,254853.1927,779092.8112,[LOC_01751],17523
LOC,254833.054,779134.6479,[LOC_01752],17524
LOC,255198.0252,780334.8777,[LOC_01753],17525
LOC,255232.5731,780306.6943,[LOC_01754],17526
LOC,255199.0525,780303.5306,[LOC_01755],17527
LOC,255223.1185,780341.6169,[LOC_01756],17528
LOC,254387.0043,780212.1272,[LOC_01757],17529
LOC,254364.4635,780193.9977,[LOC_01758],17530
LOC,254372.0571,780170.9526,[LOC_01759],17531
LOC,254409.569,780184.1438,[LOC_01760],17532
LOC,254396.6875,780165.3286,[LOC_01761],17533
LOC,254207.497,779674.2067,[LOC_01762],17534
LOC,254208.1694,779713.9415,[LOC_01763],17535
LOC,254242.3308,779701.9636,[LOC_01764],17536
LOC,254238.4035,779677.344,[LOC_01765],17537
LOC,254195.3087,779693.2056,[LOC_01766],17538
LOC,255428.1172,779294.9344,[LOC_01767],17539
LOC,255447.1175,779324.77,[LOC_01768],17540
LOC,255410.526,779336.0956,[LOC_01769],17541
LOC,255402.2681,779313.9112,[LOC_01770],17542
LOC,255432.0183,779340.8921,[LOC_01771],17543
LOC,254602.7342,780384.3221,[LOC_01772],17544
LOC,254639.0024,780351.8392,[LOC_01773],17545
LOC,254595.6211,780363.3912,[LOC_01774],17546
LOC,254635.1767,780381.0217,[LOC_01775],17547
LOC,254609.2281,780341.8681,[LOC_01776],17548
LOC,255058.5926,779066.0017,[LOC_01777],17549
LOC,255028.1724,779083.4937,[LOC_01778],17550
LOC,255019.5252,779042.2654,[LOC_01779],17551
LOC,255046.1678,779040.3827,[LOC_01780],17552
LOC,255009.3019,779063.209,[LOC_01781],17553
LOC,255561.8233,779646.7189,[LOC_01782],17554
LOC,255569.8425,779622.8535,[LOC_01783],17555
LOC,255581.6229,779664.8772,[LOC_01784],17556
LOC,255606.144,779633.1984,[LOC_01785],17557
LOC,255601.7063,779654.9952,[LOC_01786],17558
LOC,255210.2922,779113.4968,[LOC_01787],17559
LOC,255234.9874,779070.645,[LOC_01788],17560
LOC,255196.255,779094.3821,[LOC_01789],17561
LOC,255207.088,779072.2587,[LOC_01790],17562
LOC,255244.3784,779092.0847,[LOC_01791],17563
LOC,255627.092,779421.0485,[LOC_01792],17564
LOC,255593.1374,779432.3666,[LOC_01793],17565
LOC,255634.3042,779455.8802,[LOC_01794],17566
LOC,255599.2787,779458.6442,[LOC_01795],17567
LOC,254185.5403,779445.6764,[LOC_01796],17568
LOC,254156.2292,779438.6371,[LOC_01797],17569
LOC,254155.3383,779416.2284,[LOC_01798],17570
LOC,254172.0087,779401.8691,[LOC_01799],17571
LOC,254194.6776,779408.7082,[LOC_01800],17572
LOC,254962.7982,780548.7442,[LOC_01801],17573
LOC,254987.7992,780544.9621,[LOC_01802],17574
LOC,254989.1721,780509.4298,[LOC_01803],17575
LOC,254952.2453,780517.108,[LOC_01804],17576
LOC,254221.4405,780154.985,[LOC_01805],17577
LOC,254191.7803,780174.4762,[LOC_01806],17578
LOC,254233.2954,780191.6675,[LOC_01807],17579
LOC,254200.0391,780196.0206,[LOC_01808],17580
LOC,255437.5332,779148.1541,[LOC_01809],17581
LOC,255465.0967,779176.4598,[LOC_01810],17582
LOC,255477.1652,779139.0008,[LOC_01811],17583
LOC,255455.7343,779131.0709,[LOC_01812],17584
LOC,255439.5944,779170.9248,[LOC_01813],17585
LOC,255482.9567,779161.4579,[LOC_01814],17586
LOC,254740.3784,778959.286,[LOC_01815],17587
LOC,254763.0029,778918.4569,[LOC_01816],17588
LOC,254739.1001,778917.1328,[LOC_01817],17589
LOC,254772.1734,778941.7048,[LOC_01818],17590
LOC,254724.0692,778938.5961,[LOC_01819],17591
LOC,255730.5454,779715.0725,[LOC_01820],17592
LOC,255703.7176,779754.5105,[LOC_01821],17593
LOC,255737.1763,779751.4685,[LOC_01822],17594
LOC,255705.8914,779715.7961,[LOC_01823],17595
LOC,255693.2503,779734.3894,[LOC_01824],17596
LOC,254322.6609,780384.9055,[LOC_01825],17597
LOC,254343.8899,780366.7394,[LOC_01826],17598
LOC,254364.4984,780402.3655,[LOC_01827],17599
LOC,254341.2295,780412.9141,[LOC_01828],17600
LOC,254365.0346,780376.9329,[LOC_01829],17601
LOC,255604.0647,779224.2674,[LOC_01830],17602
LOC,255577.7203,779265.0553,[LOC_01831],17603
LOC,255617.9526,779250.6496,[LOC_01832],17604
LOC,255573.9046,779238.6832,[LOC_01833],17605
LOC,255601.4616,779268.3493,[LOC_01834],17606
LOC,255716.9706,780094.9611,[LOC_01835],17607
LOC,255694.4387,780117.481,[LOC_01836],17608
